Jukes/Cantor and Kimura subsitution levels adjusted for CpG sites
=================================================================
File: meloidogyne_arenaria.PRJNA438575.WBPS16.genomic.fa.align
Weighted average Kimura divergence for each repeat family
Class	Repeat	absLen	wellCharLen	Kimura%
DNA/PIF-Harbinger	rnd-6_family-8762	8008	7845	5.68
DNA/TcMar-Mariner	rnd-1_family-706	50302	50145	13.23
DNA/TcMar-Mariner	rnd-1_family-730	59236	58695	11.53
DNA/TcMar-Mariner	rnd-6_family-2597	80172	79855	9.04
DNA/TcMar-Mariner	rnd-6_family-557	14692	14633	5.62
DNA/TcMar-Pogo	rnd-1_family-149	54569	52917	9.19
DNA/TcMar-Tc1	rnd-1_family-244	82891	80319	16.39
DNA/TcMar-Tc1	rnd-1_family-335	7574	6765	16.18
DNA/TcMar-Tc1	rnd-1_family-345	96930	94608	18.76
DNA/TcMar-Tc1	rnd-1_family-377	37589	37025	16.12
DNA/TcMar-Tc1	rnd-1_family-419	29436	28864	18.05
DNA/TcMar-Tc1	rnd-1_family-464	55013	54438	18.77
DNA/TcMar-Tc1	rnd-1_family-580	27685	27062	10.78
DNA/TcMar-Tc1	rnd-1_family-631	43899	42482	21.26
DNA/TcMar-Tc1	rnd-1_family-804	31274	30789	16.81
DNA/TcMar-Tc1	rnd-1_family-867	1325	1322	19.53
DNA/TcMar-Tc1	rnd-1_family-895	5845	5749	24.61
DNA/TcMar-Tc1	rnd-1_family-933	46623	46521	3.53
DNA/TcMar-Tc1	rnd-5_family-1175	35699	35465	20.21
DNA/TcMar-Tc1	rnd-5_family-161	132854	129122	12.37
DNA/TcMar-Tc1	rnd-5_family-8207	63987	63350	4.41
DNA/TcMar-Tc1	rnd-6_family-5940	149791	144355	7.79
DNA/TcMar-Tc1	rnd-6_family-6058	105903	103986	5.31
DNA/TcMar-Tc2	ltr-1_family-212	525027	502197	15.59
DNA/TcMar-Tc2	rnd-1_family-156	76525	73227	19.65
DNA/TcMar-Tc2	rnd-1_family-166	32354	31391	17.47
DNA/TcMar-Tc2	rnd-1_family-181	39374	38889	20.00
DNA/TcMar-Tc2	rnd-1_family-194	2492	2423	14.92
DNA/TcMar-Tc2	rnd-1_family-204	22342	19506	20.69
DNA/TcMar-Tc2	rnd-1_family-228	119800	116568	11.09
DNA/TcMar-Tc2	rnd-1_family-229	61437	59409	19.16
DNA/TcMar-Tc2	rnd-1_family-232	22739	21259	13.61
DNA/TcMar-Tc2	rnd-1_family-240	128098	123352	15.45
DNA/TcMar-Tc2	rnd-1_family-261	11635	11409	19.06
DNA/TcMar-Tc2	rnd-1_family-262	32713	32125	17.21
DNA/TcMar-Tc2	rnd-1_family-277	10606	10437	10.68
DNA/TcMar-Tc2	rnd-1_family-300	36677	35837	14.95
DNA/TcMar-Tc2	rnd-1_family-318	10687	10466	16.27
DNA/TcMar-Tc2	rnd-1_family-332	28646	28204	14.36
DNA/TcMar-Tc2	rnd-1_family-356	42883	41181	14.63
DNA/TcMar-Tc2	rnd-1_family-365	40233	39223	17.29
DNA/TcMar-Tc2	rnd-1_family-458	624	611	8.75
DNA/TcMar-Tc2	rnd-1_family-484	9590	9531	13.78
DNA/TcMar-Tc2	rnd-1_family-874	28292	27688	22.34
DNA/TcMar-Tc2	rnd-5_family-1493	28294	28029	13.85
DNA/TcMar-Tc2	rnd-5_family-2594	91931	88003	12.58
DNA/TcMar-Tc2	rnd-5_family-3739	143542	136497	14.88
DNA/TcMar-Tc2	rnd-5_family-735	46643	43789	15.09
DNA/TcMar-Tc2	rnd-5_family-858	73299	70990	12.99
DNA/TcMar-Tc2	rnd-6_family-1838	104020	100719	14.31
DNA/TcMar-Tc2	rnd-6_family-3780	36770	35575	14.36
DNA/TcMar-Tc2	rnd-6_family-6906	13728	13459	4.74
DNA/TcMar-Tc2	rnd-6_family-825	31272	30696	12.80
DNA/TcMar-Tigger	rnd-6_family-608	92051	84762	14.65
DNA/hAT	rnd-1_family-114	137974	134962	12.27
DNA/hAT	rnd-1_family-540	31638	31263	9.48
DNA/hAT	rnd-1_family-97	62055	60572	8.50
DNA/hAT	rnd-5_family-458	13131	12283	13.94
DNA/hAT	rnd-6_family-2293	112397	105434	13.59
DNA/hAT	rnd-6_family-748	158725	149020	14.09
DNA/hAT	rnd-6_family-8307	35175	33773	16.13
DNA/hAT-Ac	rnd-1_family-137	89941	84201	11.36
DNA/hAT-Ac	rnd-1_family-140	177282	169819	8.43
DNA/hAT-Ac	rnd-1_family-184	117963	115928	10.92
DNA/hAT-Ac	rnd-1_family-192	82642	82097	3.51
DNA/hAT-Ac	rnd-1_family-193	6590	6363	12.72
DNA/hAT-Ac	rnd-1_family-221	17265	14778	11.46
DNA/hAT-Ac	rnd-1_family-226	795	598	12.59
DNA/hAT-Ac	rnd-1_family-294	672	563	23.00
DNA/hAT-Ac	rnd-1_family-31	96851	91689	12.69
DNA/hAT-Ac	rnd-1_family-360	10314	9128	15.38
DNA/hAT-Ac	rnd-1_family-376	1625	1597	12.40
DNA/hAT-Ac	rnd-1_family-451	11334	10566	9.43
DNA/hAT-Ac	rnd-1_family-461	63110	62380	11.54
DNA/hAT-Ac	rnd-1_family-58	69354	67339	8.40
DNA/hAT-Ac	rnd-1_family-644	8479	8306	6.04
DNA/hAT-Ac	rnd-1_family-669	45376	45176	3.04
DNA/hAT-Ac	rnd-1_family-671	39307	39239	1.59
DNA/hAT-Ac	rnd-1_family-9	162174	156369	12.94
DNA/hAT-Ac	rnd-3_family-327	46200	42247	15.76
DNA/hAT-Ac	rnd-4_family-339	36075	32335	18.03
DNA/hAT-Ac	rnd-4_family-371	63958	61413	13.60
DNA/hAT-Ac	rnd-4_family-432	58238	56438	8.62
DNA/hAT-Ac	rnd-5_family-1138	133070	125996	9.38
DNA/hAT-Ac	rnd-5_family-2088	20271	20042	7.09
DNA/hAT-Ac	rnd-5_family-5739	176159	170143	11.06
DNA/hAT-Ac	rnd-5_family-64	54299	52349	14.47
DNA/hAT-Ac	rnd-5_family-915	189348	180680	14.88
DNA/hAT-Ac	rnd-6_family-10100	83504	72853	19.68
DNA/hAT-Ac	rnd-6_family-1111	168201	161925	8.87
DNA/hAT-Ac	rnd-6_family-13940	46648	44685	6.92
DNA/hAT-Ac	rnd-6_family-1747	113317	107229	9.42
DNA/hAT-Ac	rnd-6_family-2041	174371	163684	13.06
DNA/hAT-Ac	rnd-6_family-2116	63061	58427	15.43
DNA/hAT-Ac	rnd-6_family-8272	72198	66567	9.67
DNA/hAT-Charlie	rnd-1_family-331	9460	7224	12.65
DNA/hAT-Tag1	rnd-1_family-392	16283	15549	9.87
DNA/hAT-Tag1	rnd-6_family-2225	38070	36240	13.86
DNA/hAT-Tag1	rnd-6_family-3758	55214	52431	11.36
DNA/hAT-Tip100	rnd-1_family-26	49481	47189	12.72
DNA/hAT-hAT19	rnd-1_family-388	50470	49514	13.28
DNA/hAT-hAT19	rnd-1_family-797	19400	19345	9.60
DNA/hAT-hAT19	rnd-4_family-1982	100424	96853	11.98
DNA/hAT-hAT19	rnd-4_family-459	97181	93465	8.71
DNA/hAT-hAT19	rnd-5_family-2247	29879	27318	15.83
DNA/hAT-hAT19	rnd-6_family-4478	16424	16157	16.81
DNA/hAT-hATx	rnd-1_family-189	42962	40080	14.36
DNA/hAT-hATx	rnd-1_family-264	24272	22719	9.51
DNA/hAT-hATx	rnd-1_family-266	14257	13994	11.46
DNA/hAT-hATx	rnd-1_family-283	23768	23451	7.21
LINE/CR1	rnd-1_family-355	46872	45341	11.28
LINE/CR1	rnd-1_family-362	49905	47884	15.44
LINE/CR1	rnd-1_family-481	160409	159363	8.44
LINE/CR1	rnd-1_family-483	87757	86933	5.97
LINE/CR1	rnd-1_family-491	245856	241178	18.52
LINE/CR1	rnd-1_family-499	90783	89292	7.89
LINE/CR1	rnd-1_family-528	120345	118634	12.77
LINE/CR1	rnd-1_family-533	115495	112392	23.62
LINE/CR1	rnd-1_family-544	12286	11295	35.74
LINE/CR1	rnd-1_family-570	4667	4481	33.61
LINE/CR1	rnd-1_family-581	1188	1144	32.32
LINE/CR1	rnd-1_family-588	10498	9643	33.36
LINE/CR1	rnd-1_family-590	21701	20099	33.64
LINE/CR1	rnd-1_family-668	38	22	30.38
LINE/CR1	rnd-1_family-791	59862	59700	9.71
LINE/CR1	rnd-1_family-845	343	339	40.13
LINE/CR1	rnd-1_family-847	46264	46229	7.87
LINE/CR1	rnd-1_family-935	52243	51182	14.57
LINE/CR1	rnd-5_family-4029	107399	106510	12.26
LINE/CR1	rnd-5_family-607	156389	151046	18.62
LINE/CR1	rnd-6_family-13294	25956	25811	14.67
LINE/CR1	rnd-6_family-2823	48716	47500	16.32
LINE/L1	ltr-1_family-59	22826	21694	6.90
LINE/L1	rnd-1_family-425	78849	76319	10.75
LINE/L1	rnd-1_family-898	15892	15513	6.03
LINE/L1	rnd-4_family-185	184580	176042	14.52
LINE/L1	rnd-4_family-1851	61534	58119	14.31
LINE/L1	rnd-5_family-549	61590	58472	13.89
LINE/L1	rnd-6_family-7627	152543	145403	13.75
LINE/L1-Tx1	rnd-6_family-3468	82011	81055	9.75
LINE/L2	rnd-6_family-4067	82121	79975	10.95
LINE/L2	rnd-6_family-5331	34533	34496	0.70
LINE/R1	rnd-1_family-493	54395	52383	13.09
LINE/RTE-BovB	rnd-6_family-3284	14480	14474	1.54
LTR/Copia	ltr-1_family-196	2253	1946	9.89
LTR/Copia	ltr-1_family-373	27583	27395	3.34
LTR/Copia	ltr-1_family-81	9837	9774	2.66
LTR/Copia	rnd-1_family-786	58717	58444	1.80
LTR/Copia	rnd-4_family-1903	37644	36130	20.32
LTR/Copia	rnd-6_family-4057	13451	13186	8.59
LTR/Copia	rnd-6_family-4676	120740	116307	10.95
LTR/Copia	rnd-6_family-8998	71445	69917	6.95
LTR/Gypsy	ltr-1_family-10	9759	9524	3.83
LTR/Gypsy	ltr-1_family-102	125119	122373	7.65
LTR/Gypsy	ltr-1_family-104	96058	96030	1.74
LTR/Gypsy	ltr-1_family-106	111134	106933	12.59
LTR/Gypsy	ltr-1_family-109	20767	20670	4.16
LTR/Gypsy	ltr-1_family-116	52315	50494	3.71
LTR/Gypsy	ltr-1_family-117	7229	7199	7.78
LTR/Gypsy	ltr-1_family-119	4847	4834	1.39
LTR/Gypsy	ltr-1_family-123	28493	28437	2.78
LTR/Gypsy	ltr-1_family-124	51043	50795	5.17
LTR/Gypsy	ltr-1_family-132	31811	31197	4.93
LTR/Gypsy	ltr-1_family-152	6994	6969	4.70
LTR/Gypsy	ltr-1_family-156	5944	5891	5.60
LTR/Gypsy	ltr-1_family-158	14203	13717	12.13
LTR/Gypsy	ltr-1_family-160	15913	15802	3.14
LTR/Gypsy	ltr-1_family-166	14274	14101	6.93
LTR/Gypsy	ltr-1_family-168	34283	33829	9.41
LTR/Gypsy	ltr-1_family-169	40059	39965	1.32
LTR/Gypsy	ltr-1_family-170	14147	13902	9.97
LTR/Gypsy	ltr-1_family-171	2052	2052	3.57
LTR/Gypsy	ltr-1_family-176	22169	22065	5.90
LTR/Gypsy	ltr-1_family-178	84238	83100	4.82
LTR/Gypsy	ltr-1_family-183	20060	19824	8.98
LTR/Gypsy	ltr-1_family-185	46132	46015	2.00
LTR/Gypsy	ltr-1_family-186	5234	5083	9.11
LTR/Gypsy	ltr-1_family-187	4622	4471	2.72
LTR/Gypsy	ltr-1_family-189	20185	20094	4.98
LTR/Gypsy	ltr-1_family-198	9034	8914	3.05
LTR/Gypsy	ltr-1_family-20	20196	20099	5.97
LTR/Gypsy	ltr-1_family-202	18028	17525	6.37
LTR/Gypsy	ltr-1_family-209	1537	1537	0.00
LTR/Gypsy	ltr-1_family-223	25609	25330	2.84
LTR/Gypsy	ltr-1_family-229	90773	90526	2.03
LTR/Gypsy	ltr-1_family-239	30308	29827	1.96
LTR/Gypsy	ltr-1_family-246	67767	66464	11.05
LTR/Gypsy	ltr-1_family-25	11432	11192	3.23
LTR/Gypsy	ltr-1_family-254	10878	10778	4.83
LTR/Gypsy	ltr-1_family-256	14905	14796	3.50
LTR/Gypsy	ltr-1_family-263	51863	51657	1.98
LTR/Gypsy	ltr-1_family-288	14458	14436	0.61
LTR/Gypsy	ltr-1_family-30	63147	62544	4.56
LTR/Gypsy	ltr-1_family-305	5114	5086	1.69
LTR/Gypsy	ltr-1_family-308	12409	12380	4.60
LTR/Gypsy	ltr-1_family-312	51025	50974	1.32
LTR/Gypsy	ltr-1_family-313	128030	122654	8.74
LTR/Gypsy	ltr-1_family-32	42677	42001	3.42
LTR/Gypsy	ltr-1_family-321	17722	17100	5.75
LTR/Gypsy	ltr-1_family-326	20530	20368	4.80
LTR/Gypsy	ltr-1_family-329	106734	105055	27.90
LTR/Gypsy	ltr-1_family-332	79678	76123	10.18
LTR/Gypsy	ltr-1_family-333	516624	506131	7.90
LTR/Gypsy	ltr-1_family-336	2420	2406	4.80
LTR/Gypsy	ltr-1_family-340	15416	15397	1.41
LTR/Gypsy	ltr-1_family-347	57237	56143	14.12
LTR/Gypsy	ltr-1_family-350	36547	34340	11.24
LTR/Gypsy	ltr-1_family-354	30689	29188	9.17
LTR/Gypsy	ltr-1_family-360	83437	81912	4.79
LTR/Gypsy	ltr-1_family-369	87856	87571	1.04
LTR/Gypsy	ltr-1_family-37	137667	137342	2.47
LTR/Gypsy	ltr-1_family-372	96762	95882	4.42
LTR/Gypsy	ltr-1_family-374	29073	28650	7.20
LTR/Gypsy	ltr-1_family-376	48769	48215	4.12
LTR/Gypsy	ltr-1_family-43	13477	13350	4.28
LTR/Gypsy	ltr-1_family-46	207851	199722	12.83
LTR/Gypsy	ltr-1_family-48	54254	54183	2.58
LTR/Gypsy	ltr-1_family-51	14534	14096	4.92
LTR/Gypsy	ltr-1_family-60	2665	2636	3.63
LTR/Gypsy	ltr-1_family-61	62888	60706	4.99
LTR/Gypsy	ltr-1_family-67	69584	69508	1.99
LTR/Gypsy	ltr-1_family-69	31918	30629	5.09
LTR/Gypsy	ltr-1_family-8	33128	32949	3.85
LTR/Gypsy	ltr-1_family-88	77373	76284	17.11
LTR/Gypsy	ltr-1_family-90	37818	37386	4.31
LTR/Gypsy	ltr-1_family-98	43154	42538	11.70
LTR/Gypsy	rnd-1_family-112	128912	124344	9.45
LTR/Gypsy	rnd-1_family-117	152892	146145	12.17
LTR/Gypsy	rnd-1_family-197	42542	40945	10.65
LTR/Gypsy	rnd-1_family-297	49956	44381	18.88
LTR/Gypsy	rnd-1_family-33	34998	33130	13.58
LTR/Gypsy	rnd-1_family-402	297657	293021	1.26
LTR/Gypsy	rnd-1_family-522	7972	7670	6.62
LTR/Gypsy	rnd-1_family-545	11696	11312	10.83
LTR/Gypsy	rnd-1_family-582	231255	228562	11.37
LTR/Gypsy	rnd-1_family-585	744	670	20.36
LTR/Gypsy	rnd-1_family-6	153023	145397	14.64
LTR/Gypsy	rnd-1_family-607	753	727	28.88
LTR/Gypsy	rnd-1_family-620	1942	1880	11.32
LTR/Gypsy	rnd-1_family-634	45196	42842	16.71
LTR/Gypsy	rnd-1_family-640	2213	2015	19.09
LTR/Gypsy	rnd-1_family-648	234	233	26.85
LTR/Gypsy	rnd-1_family-654	119421	115916	28.37
LTR/Gypsy	rnd-1_family-681	161340	160763	4.02
LTR/Gypsy	rnd-1_family-688	-18191	-18538	100
LTR/Gypsy	rnd-1_family-689	366	366	6.92
LTR/Gypsy	rnd-1_family-693	11844	11732	4.58
LTR/Gypsy	rnd-1_family-694	830	826	28.55
LTR/Gypsy	rnd-1_family-7	23563	22029	15.52
LTR/Gypsy	rnd-1_family-719	20289	19492	14.00
LTR/Gypsy	rnd-1_family-734	55214	54847	12.31
LTR/Gypsy	rnd-1_family-943	6194	5982	14.02
LTR/Gypsy	rnd-1_family-947	26179	25809	6.22
LTR/Gypsy	rnd-1_family-977	97373	96804	15.08
LTR/Gypsy	rnd-1_family-98	93246	90076	14.19
LTR/Gypsy	rnd-4_family-998	125534	116834	21.27
LTR/Gypsy	rnd-5_family-3174	97608	92282	13.27
LTR/Gypsy	rnd-5_family-4924	117988	113608	13.44
LTR/Gypsy	rnd-6_family-1039	65952	59751	9.41
LTR/Gypsy	rnd-6_family-1182	55639	54810	6.67
LTR/Gypsy	rnd-6_family-1288	34648	33793	9.50
LTR/Gypsy	rnd-6_family-1752	177245	169232	11.63
LTR/Gypsy	rnd-6_family-1864	111660	108836	7.04
LTR/Gypsy	rnd-6_family-4087	159312	151974	11.10
LTR/Gypsy	rnd-6_family-8889	105193	100463	8.14
LTR/Gypsy	rnd-6_family-9381	173570	167230	9.81
LTR/Pao	ltr-1_family-100	10000	9961	5.33
LTR/Pao	ltr-1_family-112	11172	11150	3.34
LTR/Pao	ltr-1_family-114	46676	46546	3.97
LTR/Pao	ltr-1_family-12	55813	55429	8.55
LTR/Pao	ltr-1_family-128	3704	3691	3.97
LTR/Pao	ltr-1_family-130	28269	28243	3.11
LTR/Pao	ltr-1_family-134	38295	37871	8.74
LTR/Pao	ltr-1_family-136	15642	15310	1.66
LTR/Pao	ltr-1_family-138	151785	151398	3.78
LTR/Pao	ltr-1_family-14	343735	342727	4.74
LTR/Pao	ltr-1_family-143	38817	38182	13.34
LTR/Pao	ltr-1_family-145	21295	20759	8.62
LTR/Pao	ltr-1_family-147	13585	13568	3.31
LTR/Pao	ltr-1_family-150	15865	15688	6.69
LTR/Pao	ltr-1_family-154	55981	55616	3.26
LTR/Pao	ltr-1_family-16	45127	45120	0.44
LTR/Pao	ltr-1_family-162	38454	38442	1.53
LTR/Pao	ltr-1_family-164	73850	72998	6.84
LTR/Pao	ltr-1_family-175	30014	29957	6.89
LTR/Pao	ltr-1_family-18	69261	69092	0.56
LTR/Pao	ltr-1_family-181	11155	11046	3.42
LTR/Pao	ltr-1_family-19	169464	165380	6.53
LTR/Pao	ltr-1_family-191	145680	144404	11.81
LTR/Pao	ltr-1_family-193	39975	39837	5.78
LTR/Pao	ltr-1_family-195	24003	23778	6.18
LTR/Pao	ltr-1_family-197	24679	24182	6.97
LTR/Pao	ltr-1_family-200	81248	81235	0.84
LTR/Pao	ltr-1_family-205	14215	13853	16.10
LTR/Pao	ltr-1_family-207	24289	24275	0.38
LTR/Pao	ltr-1_family-21	50136	49454	8.39
LTR/Pao	ltr-1_family-219	15232	14857	12.46
LTR/Pao	ltr-1_family-221	20681	20660	0.79
LTR/Pao	ltr-1_family-225	19654	19402	8.30
LTR/Pao	ltr-1_family-227	47420	47258	5.57
LTR/Pao	ltr-1_family-23	93258	92427	16.32
LTR/Pao	ltr-1_family-231	12897	12866	2.52
LTR/Pao	ltr-1_family-233	33744	33393	3.80
LTR/Pao	ltr-1_family-235	31275	31119	5.59
LTR/Pao	ltr-1_family-237	5026	4864	12.50
LTR/Pao	ltr-1_family-242	12861	12836	1.64
LTR/Pao	ltr-1_family-244	94347	94227	2.82
LTR/Pao	ltr-1_family-249	12976	12969	1.67
LTR/Pao	ltr-1_family-252	38241	37907	7.55
LTR/Pao	ltr-1_family-258	265405	250440	13.29
LTR/Pao	ltr-1_family-260	7602	7582	0.76
LTR/Pao	ltr-1_family-264	8521	8461	0.80
LTR/Pao	ltr-1_family-266	42913	42734	5.45
LTR/Pao	ltr-1_family-268	224476	218816	17.97
LTR/Pao	ltr-1_family-270	65387	64295	6.29
LTR/Pao	ltr-1_family-276	95455	95089	7.03
LTR/Pao	ltr-1_family-278	40491	40462	0.92
LTR/Pao	ltr-1_family-28	26921	26724	6.04
LTR/Pao	ltr-1_family-280	116637	115419	11.04
LTR/Pao	ltr-1_family-282	7759	7757	0.68
LTR/Pao	ltr-1_family-286	38229	38088	8.39
LTR/Pao	ltr-1_family-290	58298	58042	6.62
LTR/Pao	ltr-1_family-292	34390	33816	17.23
LTR/Pao	ltr-1_family-295	12547	12517	5.98
LTR/Pao	ltr-1_family-296	14012	13995	5.91
LTR/Pao	ltr-1_family-299	54999	54586	7.46
LTR/Pao	ltr-1_family-302	116251	115829	2.83
LTR/Pao	ltr-1_family-310	29835	29579	6.40
LTR/Pao	ltr-1_family-315	36766	36367	2.45
LTR/Pao	ltr-1_family-317	105411	105384	2.13
LTR/Pao	ltr-1_family-320	28541	28277	5.44
LTR/Pao	ltr-1_family-322	11687	11687	0.51
LTR/Pao	ltr-1_family-325	9372	9368	2.04
LTR/Pao	ltr-1_family-331	8510	8273	15.37
LTR/Pao	ltr-1_family-335	16994	16814	6.59
LTR/Pao	ltr-1_family-34	57476	57068	5.51
LTR/Pao	ltr-1_family-346	7144	6976	8.85
LTR/Pao	ltr-1_family-356	5029	4998	7.06
LTR/Pao	ltr-1_family-364	6485	6476	6.82
LTR/Pao	ltr-1_family-366	10229	10183	14.30
LTR/Pao	ltr-1_family-380	53320	53127	3.22
LTR/Pao	ltr-1_family-39	168124	167947	2.07
LTR/Pao	ltr-1_family-4	285043	284513	3.68
LTR/Pao	ltr-1_family-41	27962	27471	9.00
LTR/Pao	ltr-1_family-55	48550	48476	2.61
LTR/Pao	ltr-1_family-57	32203	32013	7.57
LTR/Pao	ltr-1_family-6	4636	4636	0.27
LTR/Pao	ltr-1_family-63	1186784	1185752	2.13
LTR/Pao	ltr-1_family-65	76988	76490	2.87
LTR/Pao	ltr-1_family-73	8444	8441	4.00
LTR/Pao	ltr-1_family-75	144069	138704	8.27
LTR/Pao	ltr-1_family-77	23076	22498	5.12
LTR/Pao	ltr-1_family-79	38112	37805	8.64
LTR/Pao	ltr-1_family-83	66074	65970	4.71
LTR/Pao	ltr-1_family-85	36224	35924	13.52
LTR/Pao	ltr-1_family-92	53388	53267	3.03
LTR/Pao	ltr-1_family-96	75845	75450	6.05
LTR/Pao	rnd-1_family-200	45809	34760	-5.15
LTR/Pao	rnd-1_family-256	165076	157371	7.18
LTR/Pao	rnd-1_family-552	84033	80228	14.43
LTR/Pao	rnd-4_family-794	11219	10429	14.76
LTR/Pao	rnd-6_family-2122	74235	73682	4.82
LTR/Pao	rnd-6_family-2745	26999	26480	4.96
LTR/Pao	rnd-6_family-555	37389	35496	12.49
