Jukes/Cantor and Kimura subsitution levels adjusted for CpG sites
=================================================================
File: ditylenchus_destructor.PRJNA312427.WBPS16.genomic.fa.align
Weighted average Kimura divergence for each repeat family
Class	Repeat	absLen	wellCharLen	Kimura%
LINE/CR1	rnd-1_family-716	8011	7890	4.72
LINE/CR1	rnd-5_family-3197	8670	8173	2.80
LINE/CR1	rnd-5_family-6245	8124	7859	9.21
LINE/L2	rnd-1_family-815	10364	10200	17.92
LINE/Penelope	rnd-5_family-4	28321	27620	22.74
LINE/R1	rnd-5_family-2660	3859	3818	14.80
LINE/R2	rnd-1_family-102	23136	22407	10.07
LINE/RTE-RTE	rnd-1_family-784	27974	27614	11.12
LINE/RTE-RTE	rnd-1_family-833	2933	2802	25.92
LTR/Copia	rnd-1_family-482	23483	22733	3.85
LTR/Copia	rnd-1_family-508	14358	13897	5.35
LTR/Copia	rnd-1_family-618	4641	4037	10.08
LTR/Gypsy	ltr-1_family-12	6910	6877	4.15
LTR/Gypsy	ltr-1_family-16	6040	5842	13.35
LTR/Gypsy	ltr-1_family-18	36515	35432	15.77
LTR/Gypsy	ltr-1_family-6	12323	11903	12.05
LTR/Gypsy	rnd-1_family-182	605	551	18.77
LTR/Gypsy	rnd-1_family-29	81027	78966	9.58
LTR/Gypsy	rnd-1_family-352	52551	52003	4.96
LTR/Gypsy	rnd-1_family-44	108350	106230	13.56
LTR/Gypsy	rnd-1_family-505	10307	10060	12.30
LTR/Gypsy	rnd-1_family-57	22977	22508	12.86
LTR/Gypsy	rnd-1_family-59	10638	10327	19.25
LTR/Gypsy	rnd-1_family-60	44722	43326	8.21
LTR/Gypsy	rnd-1_family-89	18190	17752	9.71
LTR/Gypsy	rnd-1_family-95	74915	73789	13.59
LTR/Gypsy	rnd-5_family-1741	37359	35672	14.95
LTR/Gypsy	rnd-5_family-27	6771	6622	16.00
LTR/Pao	ltr-1_family-10	25610	25572	2.92
LTR/Pao	ltr-1_family-13	3097	3045	3.88
LTR/Pao	ltr-1_family-2	12615	12321	5.98
LTR/Pao	ltr-1_family-4	4571	4531	2.29
LTR/Unknown	ltr-1_family-1	4491	4412	5.15
LTR/Unknown	ltr-1_family-11	478	477	1.94
LTR/Unknown	ltr-1_family-17	16	16	32.80
LTR/Unknown	ltr-1_family-19	963	956	6.11
LTR/Unknown	ltr-1_family-3	2773	2719	14.55
LTR/Unknown	ltr-1_family-5	3802	3717	8.20
LTR/Unknown	ltr-1_family-7	2886	2821	5.26
LTR/Unknown	ltr-1_family-8	7984	7790	7.02
LTR/Unknown	ltr-1_family-9	1941	1935	0.91
RC/Helitron	rnd-1_family-47	62335	59387	18.13
RC/Helitron	rnd-1_family-49	27920	25830	11.96
RC/Helitron	rnd-1_family-563	1760	1729	16.25
RC/Helitron	rnd-1_family-596	5437	5367	19.96
RC/Helitron	rnd-1_family-603	5343	5219	15.62
RC/Helitron	rnd-1_family-611	1586	1574	18.40
RC/Helitron	rnd-1_family-74	114594	113052	6.99
RC/Helitron	rnd-1_family-771	3641	3581	15.85
RC/Helitron	rnd-3_family-16	98001	91557	13.14
RC/Helitron	rnd-3_family-833	99990	98398	3.61
RC/Helitron	rnd-4_family-294	63000	48787	10.77
RC/Helitron	rnd-4_family-641	17459	16407	21.09
RC/Helitron	rnd-4_family-87	63240	60003	19.48
RC/Helitron	rnd-5_family-1019	22490	20827	24.59
RC/Helitron	rnd-5_family-107	18736	16678	22.64
RC/Helitron	rnd-5_family-1111	13168	12184	16.99
RC/Helitron	rnd-5_family-2626	14477	14055	11.27
RC/Helitron	rnd-5_family-32	221117	212280	12.05
RC/Helitron	rnd-5_family-38	45979	42174	19.36
RC/Helitron	rnd-5_family-388	9638	9273	19.06
RC/Helitron	rnd-5_family-714	17572	16277	19.03
RC/Helitron	rnd-5_family-777	20213	19381	25.56
RC/Helitron	rnd-5_family-852	16299	15955	18.87
Satellite	rnd-1_family-299	69408	57275	9.69
Satellite	rnd-1_family-364	1378	1348	4.72
Satellite	rnd-1_family-579	7400	7229	5.43
Simple_repeat	combined	655447	633760	----
Unknown	rnd-1_family-100	1378	1284	15.69
Unknown	rnd-1_family-101	5493	5261	20.08
Unknown	rnd-1_family-103	40187	37788	12.57
Unknown	rnd-1_family-104	65471	63566	7.94
Unknown	rnd-1_family-105	20929	20684	9.85
Unknown	rnd-1_family-106	26592	26004	10.59
Unknown	rnd-1_family-107	3201	2993	15.91
Unknown	rnd-1_family-108	8168	7933	13.56
Unknown	rnd-1_family-109	33760	32489	12.19
Unknown	rnd-1_family-11	57964	56304	8.67
Unknown	rnd-1_family-110	12043	11406	13.58
Unknown	rnd-1_family-111	21389	20600	17.16
Unknown	rnd-1_family-112	23263	23131	3.75
Unknown	rnd-1_family-113	1513	1448	8.46
Unknown	rnd-1_family-114	33498	32405	9.53
Unknown	rnd-1_family-116	55337	53136	5.62
Unknown	rnd-1_family-117	22618	21862	17.12
Unknown	rnd-1_family-118	68634	66749	6.10
Unknown	rnd-1_family-119	3267	3166	10.14
Unknown	rnd-1_family-12	159644	151440	11.42
Unknown	rnd-1_family-121	19618	19149	14.40
Unknown	rnd-1_family-122	8443	8314	13.34
Unknown	rnd-1_family-124	15451	14995	8.85
Unknown	rnd-1_family-125	18825	18374	7.06
Unknown	rnd-1_family-126	2650	2566	8.88
Unknown	rnd-1_family-127	7	7	6.12
Unknown	rnd-1_family-128	30201	29295	10.00
Unknown	rnd-1_family-129	6143	5984	9.88
Unknown	rnd-1_family-13	53303	51778	6.31
Unknown	rnd-1_family-130	5484	5328	13.89
Unknown	rnd-1_family-131	763	750	12.70
Unknown	rnd-1_family-132	615	612	8.97
Unknown	rnd-1_family-133	4398	4358	12.51
Unknown	rnd-1_family-134	14863	14709	7.24
Unknown	rnd-1_family-135	5134	4780	16.54
Unknown	rnd-1_family-136	1655	1585	5.09
Unknown	rnd-1_family-138	17545	17076	16.64
Unknown	rnd-1_family-139	45035	43065	10.62
Unknown	rnd-1_family-14	66515	64375	12.29
Unknown	rnd-1_family-140	26386	25433	13.54
Unknown	rnd-1_family-141	29930	29578	5.16
Unknown	rnd-1_family-142	12547	12065	14.09
Unknown	rnd-1_family-143	404	372	5.03
Unknown	rnd-1_family-144	1700	1644	4.71
Unknown	rnd-1_family-145	40482	40028	10.32
Unknown	rnd-1_family-146	38062	36870	7.07
Unknown	rnd-1_family-148	9248	9013	9.05
Unknown	rnd-1_family-149	41379	39308	4.98
Unknown	rnd-1_family-15	72024	70691	8.97
Unknown	rnd-1_family-150	44763	43784	10.96
Unknown	rnd-1_family-151	150885	149768	4.11
Unknown	rnd-1_family-152	29462	27764	5.98
Unknown	rnd-1_family-153	12095	11994	6.22
Unknown	rnd-1_family-154	17974	15441	9.26
Unknown	rnd-1_family-155	85733	84762	9.91
Unknown	rnd-1_family-156	64789	64165	5.05
Unknown	rnd-1_family-157	110097	107586	11.33
Unknown	rnd-1_family-158	22475	22090	17.25
Unknown	rnd-1_family-159	18364	17958	14.57
Unknown	rnd-1_family-160	51200	50341	9.25
Unknown	rnd-1_family-161	178	177	10.64
Unknown	rnd-1_family-162	15584	14874	11.20
Unknown	rnd-1_family-164	40634	36507	12.78
Unknown	rnd-1_family-165	16256	15700	9.37
Unknown	rnd-1_family-166	37982	36928	17.81
Unknown	rnd-1_family-167	858	842	16.80
Unknown	rnd-1_family-168	2759	2697	8.36
Unknown	rnd-1_family-171	22785	21945	11.55
Unknown	rnd-1_family-172	10035	9626	11.76
Unknown	rnd-1_family-173	6662	6374	8.72
Unknown	rnd-1_family-175	31157	30249	7.61
Unknown	rnd-1_family-176	615	589	12.12
Unknown	rnd-1_family-177	9810	9472	14.61
Unknown	rnd-1_family-178	10978	10344	12.92
Unknown	rnd-1_family-179	7597	7529	9.05
Unknown	rnd-1_family-180	49963	46785	21.91
Unknown	rnd-1_family-181	42718	40868	20.30
Unknown	rnd-1_family-183	2101	2027	20.83
Unknown	rnd-1_family-184	12735	12402	8.19
Unknown	rnd-1_family-185	1989	1939	14.84
Unknown	rnd-1_family-186	24	24	13.97
Unknown	rnd-1_family-187	548	543	15.31
Unknown	rnd-1_family-188	7482	7266	23.38
Unknown	rnd-1_family-19	18043	17242	15.47
Unknown	rnd-1_family-190	22372	21938	8.34
Unknown	rnd-1_family-191	4050	3987	11.09
Unknown	rnd-1_family-192	7522	7305	7.63
Unknown	rnd-1_family-193	49425	46148	9.87
Unknown	rnd-1_family-194	10749	10418	7.35
Unknown	rnd-1_family-195	34738	32704	10.10
Unknown	rnd-1_family-196	2075	1968	14.91
Unknown	rnd-1_family-197	18899	18069	12.60
Unknown	rnd-1_family-199	26345	25730	7.92
Unknown	rnd-1_family-20	96470	92437	4.48
Unknown	rnd-1_family-200	1501	1427	11.28
Unknown	rnd-1_family-201	4945	4823	18.62
Unknown	rnd-1_family-202	417	401	15.67
Unknown	rnd-1_family-203	43006	41109	6.75
Unknown	rnd-1_family-204	18553	17340	19.43
Unknown	rnd-1_family-205	28109	27693	13.87
Unknown	rnd-1_family-206	3080	2932	18.51
Unknown	rnd-1_family-207	1717	1682	17.96
Unknown	rnd-1_family-208	2632	2435	13.77
Unknown	rnd-1_family-209	2587	2485	6.43
Unknown	rnd-1_family-210	14304	13855	6.57
Unknown	rnd-1_family-211	7190	6715	14.97
Unknown	rnd-1_family-212	27585	27466	2.88
Unknown	rnd-1_family-213	20968	20519	11.48
Unknown	rnd-1_family-214	60194	58124	6.03
Unknown	rnd-1_family-215	55997	55161	11.71
Unknown	rnd-1_family-216	2815	2534	6.58
Unknown	rnd-1_family-217	1710	1515	7.83
Unknown	rnd-1_family-219	12753	12554	2.10
Unknown	rnd-1_family-22	23760	22586	12.31
Unknown	rnd-1_family-220	36532	35688	13.29
Unknown	rnd-1_family-222	11582	10816	9.49
Unknown	rnd-1_family-223	314	293	12.12
Unknown	rnd-1_family-224	806	782	14.78
Unknown	rnd-1_family-225	11889	11515	11.02
Unknown	rnd-1_family-226	5918	5780	6.80
Unknown	rnd-1_family-227	41496	41038	8.93
Unknown	rnd-1_family-228	6500	6248	9.08
Unknown	rnd-1_family-229	344	338	4.71
Unknown	rnd-1_family-23	43400	42368	12.33
Unknown	rnd-1_family-230	9421	8960	15.08
Unknown	rnd-1_family-231	9325	9018	18.56
Unknown	rnd-1_family-232	15322	14726	5.62
Unknown	rnd-1_family-233	5771	5663	11.81
Unknown	rnd-1_family-234	27764	27320	1.92
Unknown	rnd-1_family-235	18168	17675	6.42
Unknown	rnd-1_family-236	35965	34583	15.43
Unknown	rnd-1_family-237	117192	115824	12.02
Unknown	rnd-1_family-238	1144	1122	12.22
Unknown	rnd-1_family-239	75983	74645	7.59
Unknown	rnd-1_family-24	58648	56602	4.84
Unknown	rnd-1_family-240	3049	2909	15.52
Unknown	rnd-1_family-241	3820	3729	13.45
Unknown	rnd-1_family-242	172	167	12.55
Unknown	rnd-1_family-243	34421	33448	5.41
Unknown	rnd-1_family-244	6927	6709	12.32
Unknown	rnd-1_family-245	86850	84770	10.01
Unknown	rnd-1_family-246	525	525	14.15
Unknown	rnd-1_family-247	4160	3913	14.00
Unknown	rnd-1_family-248	104456	103356	7.89
Unknown	rnd-1_family-249	2603	2418	7.84
Unknown	rnd-1_family-25	52494	51315	10.42
Unknown	rnd-1_family-250	19736	19192	17.23
Unknown	rnd-1_family-251	2010	1987	9.54
Unknown	rnd-1_family-252	5050	4876	26.77
Unknown	rnd-1_family-253	6171	5989	9.13
Unknown	rnd-1_family-254	10916	10738	8.69
Unknown	rnd-1_family-255	15428	14991	8.19
Unknown	rnd-1_family-256	488	484	19.11
Unknown	rnd-1_family-257	1422	1412	11.28
Unknown	rnd-1_family-258	77088	75341	5.14
Unknown	rnd-1_family-26	28950	27986	16.17
Unknown	rnd-1_family-260	27726	26384	7.46
Unknown	rnd-1_family-261	29142	28318	17.41
Unknown	rnd-1_family-262	5072	4826	10.56
Unknown	rnd-1_family-263	319	298	13.09
Unknown	rnd-1_family-264	20635	20049	13.45
Unknown	rnd-1_family-265	62686	61970	11.02
Unknown	rnd-1_family-266	10024	9677	9.55
Unknown	rnd-1_family-267	22169	21504	13.89
Unknown	rnd-1_family-268	798	786	13.33
Unknown	rnd-1_family-269	3910	3738	8.96
Unknown	rnd-1_family-27	2112	2033	9.71
Unknown	rnd-1_family-270	17157	16553	12.13
Unknown	rnd-1_family-271	10737	10510	7.15
Unknown	rnd-1_family-272	1396	1366	11.51
Unknown	rnd-1_family-273	15884	15424	13.91
Unknown	rnd-1_family-274	1746	1664	10.21
Unknown	rnd-1_family-275	18522	18370	8.75
Unknown	rnd-1_family-276	4868	4740	16.61
Unknown	rnd-1_family-277	7383	7221	11.17
Unknown	rnd-1_family-278	23266	22541	10.74
Unknown	rnd-1_family-279	17283	16121	10.94
Unknown	rnd-1_family-28	28726	27902	15.11
Unknown	rnd-1_family-280	9999	9695	8.11
Unknown	rnd-1_family-281	1157	1149	14.39
Unknown	rnd-1_family-282	5412	5380	8.80
Unknown	rnd-1_family-283	16437	16183	7.45
Unknown	rnd-1_family-284	313	303	17.37
Unknown	rnd-1_family-285	9510	8155	9.97
Unknown	rnd-1_family-286	31482	31072	18.60
Unknown	rnd-1_family-288	43745	42404	5.65
Unknown	rnd-1_family-289	31912	31661	12.24
Unknown	rnd-1_family-290	48635	46668	12.86
Unknown	rnd-1_family-291	126943	125459	9.22
Unknown	rnd-1_family-292	2268	2124	21.09
Unknown	rnd-1_family-293	94645	91328	7.30
Unknown	rnd-1_family-294	9	9	18.53
Unknown	rnd-1_family-295	3666	3584	10.75
Unknown	rnd-1_family-297	4500	4283	9.55
Unknown	rnd-1_family-298	606	555	3.69
Unknown	rnd-1_family-3	49468	47381	10.17
Unknown	rnd-1_family-30	21993	21076	8.89
Unknown	rnd-1_family-300	11701	11466	17.30
Unknown	rnd-1_family-301	2062	2023	4.85
Unknown	rnd-1_family-302	958	950	14.26
Unknown	rnd-1_family-303	17072	16757	13.76
Unknown	rnd-1_family-304	2547	2458	9.98
Unknown	rnd-1_family-305	3914	3574	17.86
Unknown	rnd-1_family-306	1851	1764	-0.26
Unknown	rnd-1_family-307	4107	3863	14.37
Unknown	rnd-1_family-308	36203	35214	14.52
Unknown	rnd-1_family-309	16438	15895	9.64
Unknown	rnd-1_family-31	50717	48078	8.79
Unknown	rnd-1_family-311	135	131	6.89
Unknown	rnd-1_family-312	30034	29344	14.35
Unknown	rnd-1_family-313	513	462	17.35
Unknown	rnd-1_family-314	15556	15130	11.91
Unknown	rnd-1_family-315	4963	4908	14.72
Unknown	rnd-1_family-316	58098	57110	16.05
Unknown	rnd-1_family-317	96	95	18.70
Unknown	rnd-1_family-318	2738	2693	13.70
Unknown	rnd-1_family-319	30764	30362	14.92
Unknown	rnd-1_family-32	33925	33001	6.22
Unknown	rnd-1_family-320	2465	2394	13.57
Unknown	rnd-1_family-321	19485	19104	18.55
Unknown	rnd-1_family-322	17357	17162	9.90
Unknown	rnd-1_family-324	4425	4269	17.75
Unknown	rnd-1_family-325	7707	7077	10.72
Unknown	rnd-1_family-326	7284	6943	11.34
Unknown	rnd-1_family-327	20	20	17.63
Unknown	rnd-1_family-328	39714	39384	2.17
Unknown	rnd-1_family-329	46208	45652	13.60
Unknown	rnd-1_family-33	10774	10452	11.17
Unknown	rnd-1_family-330	5464	5278	9.29
Unknown	rnd-1_family-331	42009	40278	8.30
Unknown	rnd-1_family-332	811	798	17.63
Unknown	rnd-1_family-333	10760	10597	4.70
Unknown	rnd-1_family-334	39935	37709	7.50
Unknown	rnd-1_family-335	9752	9583	16.15
Unknown	rnd-1_family-337	17168	16742	14.31
Unknown	rnd-1_family-338	3027	2983	19.03
Unknown	rnd-1_family-339	486	483	15.00
Unknown	rnd-1_family-34	4645	4358	16.19
Unknown	rnd-1_family-340	5687	5410	7.11
Unknown	rnd-1_family-341	60795	59459	14.72
Unknown	rnd-1_family-342	215	206	8.87
Unknown	rnd-1_family-343	24445	23909	8.31
Unknown	rnd-1_family-344	10953	10695	10.59
Unknown	rnd-1_family-345	34672	33841	15.56
Unknown	rnd-1_family-346	42993	42303	12.72
Unknown	rnd-1_family-347	1671	1292	14.88
Unknown	rnd-1_family-348	36076	34815	12.73
Unknown	rnd-1_family-349	5353	5279	12.29
Unknown	rnd-1_family-35	37397	36738	5.25
Unknown	rnd-1_family-351	33454	31764	8.79
Unknown	rnd-1_family-353	10612	10548	10.36
Unknown	rnd-1_family-354	39001	38190	13.83
Unknown	rnd-1_family-355	68090	67201	7.78
Unknown	rnd-1_family-356	44494	43853	7.57
Unknown	rnd-1_family-357	11353	11109	17.40
Unknown	rnd-1_family-358	9226	8901	8.45
Unknown	rnd-1_family-359	40056	39439	8.79
Unknown	rnd-1_family-36	74043	71087	15.96
Unknown	rnd-1_family-360	46037	44981	5.19
Unknown	rnd-1_family-361	36838	36104	14.30
Unknown	rnd-1_family-362	3510	3414	13.11
Unknown	rnd-1_family-363	9723	9240	8.92
Unknown	rnd-1_family-365	7099	6773	16.05
Unknown	rnd-1_family-367	129	129	28.21
Unknown	rnd-1_family-368	9539	9229	5.51
Unknown	rnd-1_family-369	2101	2082	5.98
Unknown	rnd-1_family-37	36535	35343	14.04
Unknown	rnd-1_family-370	9577	9357	10.24
Unknown	rnd-1_family-371	16585	15928	14.31
Unknown	rnd-1_family-372	17606	17324	15.58
Unknown	rnd-1_family-373	9525	9309	14.46
Unknown	rnd-1_family-374	6672	6501	9.90
Unknown	rnd-1_family-375	14171	14011	16.17
Unknown	rnd-1_family-376	23381	22689	14.29
Unknown	rnd-1_family-377	21282	20750	11.47
Unknown	rnd-1_family-378	9409	9123	23.56
Unknown	rnd-1_family-379	3231	3178	12.28
Unknown	rnd-1_family-38	8659	8278	17.26
Unknown	rnd-1_family-380	7687	7326	11.27
Unknown	rnd-1_family-381	13880	13704	11.92
Unknown	rnd-1_family-382	3617	3515	5.15
Unknown	rnd-1_family-384	26253	25925	8.75
Unknown	rnd-1_family-385	23148	22446	6.13
Unknown	rnd-1_family-386	16486	16329	10.60
Unknown	rnd-1_family-388	143	143	3.69
Unknown	rnd-1_family-389	66271	64773	14.35
Unknown	rnd-1_family-39	21078	20349	8.27
Unknown	rnd-1_family-390	3248	3180	8.83
Unknown	rnd-1_family-392	16589	16432	4.13
Unknown	rnd-1_family-393	14710	14311	7.50
Unknown	rnd-1_family-394	18966	18501	10.26
Unknown	rnd-1_family-397	4100	3973	13.06
Unknown	rnd-1_family-398	452	445	13.72
Unknown	rnd-1_family-399	17947	17518	16.38
Unknown	rnd-1_family-40	96028	91563	8.32
Unknown	rnd-1_family-400	33728	32801	10.30
Unknown	rnd-1_family-401	42	42	10.19
Unknown	rnd-1_family-402	10215	9858	13.52
Unknown	rnd-1_family-403	1632	1604	10.86
Unknown	rnd-1_family-404	680	656	11.83
Unknown	rnd-1_family-405	1621	1536	4.30
Unknown	rnd-1_family-406	21544	20913	11.23
Unknown	rnd-1_family-407	51127	50189	20.52
Unknown	rnd-1_family-408	26833	26545	6.79
Unknown	rnd-1_family-409	134	132	12.77
Unknown	rnd-1_family-41	27725	27438	3.32
Unknown	rnd-1_family-410	6603	6597	9.19
Unknown	rnd-1_family-411	33527	32335	13.16
Unknown	rnd-1_family-412	30550	29794	14.09
Unknown	rnd-1_family-413	13071	12973	4.15
Unknown	rnd-1_family-415	11450	10732	9.49
Unknown	rnd-1_family-416	1156	1140	12.69
Unknown	rnd-1_family-417	6034	5534	11.56
Unknown	rnd-1_family-418	6316	6142	19.78
Unknown	rnd-1_family-419	1516	1337	8.20
Unknown	rnd-1_family-42	75478	74138	17.21
Unknown	rnd-1_family-420	11055	10664	15.88
Unknown	rnd-1_family-421	1767	1690	14.94
Unknown	rnd-1_family-422	15791	15289	7.47
Unknown	rnd-1_family-423	43664	42949	5.79
Unknown	rnd-1_family-425	12116	11939	12.32
Unknown	rnd-1_family-427	4106	4080	16.45
Unknown	rnd-1_family-428	9686	9529	11.30
Unknown	rnd-1_family-429	20506	20071	4.02
Unknown	rnd-1_family-43	135173	131561	4.30
Unknown	rnd-1_family-430	406	400	11.43
Unknown	rnd-1_family-431	27284	26291	5.76
Unknown	rnd-1_family-432	10532	10423	9.31
Unknown	rnd-1_family-433	4887	4841	19.18
Unknown	rnd-1_family-434	59	59	7.48
Unknown	rnd-1_family-435	10537	10416	12.44
Unknown	rnd-1_family-436	897	894	6.36
Unknown	rnd-1_family-438	2616	2541	14.11
Unknown	rnd-1_family-439	21249	19093	6.08
Unknown	rnd-1_family-440	2804	2270	13.80
Unknown	rnd-1_family-441	3161	3122	7.30
Unknown	rnd-1_family-442	26649	26394	9.27
Unknown	rnd-1_family-443	5266	5155	7.15
Unknown	rnd-1_family-444	30361	29735	13.11
Unknown	rnd-1_family-445	8498	7882	6.25
Unknown	rnd-1_family-446	10481	9500	10.21
Unknown	rnd-1_family-447	2760	2703	10.56
Unknown	rnd-1_family-448	1097	1056	17.66
Unknown	rnd-1_family-449	345	336	15.43
Unknown	rnd-1_family-45	39366	38179	9.90
Unknown	rnd-1_family-450	4262	4245	12.34
Unknown	rnd-1_family-451	4838	4614	18.31
Unknown	rnd-1_family-453	25899	25379	12.80
Unknown	rnd-1_family-454	18389	18167	6.69
Unknown	rnd-1_family-455	828	762	11.70
Unknown	rnd-1_family-456	4778	4713	3.57
Unknown	rnd-1_family-457	1935	1917	12.67
Unknown	rnd-1_family-458	9119	9029	11.40
Unknown	rnd-1_family-459	3467	3319	8.09
Unknown	rnd-1_family-46	78002	77576	3.54
Unknown	rnd-1_family-460	30840	29907	6.70
Unknown	rnd-1_family-461	17559	16970	10.30
Unknown	rnd-1_family-462	24849	23958	7.96
Unknown	rnd-1_family-463	19406	19067	10.48
Unknown	rnd-1_family-464	14513	13881	11.44
Unknown	rnd-1_family-465	1566	1549	20.04
Unknown	rnd-1_family-466	13624	11894	14.41
Unknown	rnd-1_family-467	3072	2722	3.50
Unknown	rnd-1_family-468	297	294	11.56
Unknown	rnd-1_family-470	21177	21005	6.05
Unknown	rnd-1_family-471	4340	4212	13.57
Unknown	rnd-1_family-472	2629	2587	20.30
Unknown	rnd-1_family-473	1820	1683	6.86
Unknown	rnd-1_family-474	20325	20060	3.31
Unknown	rnd-1_family-475	8927	8863	10.76
Unknown	rnd-1_family-476	22521	22157	6.40
Unknown	rnd-1_family-477	4583	4142	10.47
Unknown	rnd-1_family-478	13092	12889	3.49
Unknown	rnd-1_family-479	4240	4218	3.66
Unknown	rnd-1_family-48	15052	14128	8.04
Unknown	rnd-1_family-480	309	309	15.51
Unknown	rnd-1_family-481	8662	8156	10.49
