Jukes/Cantor and Kimura subsitution levels adjusted for CpG sites
=================================================================
File: heterodera_glycines.PRJNA381081.WBPS16.genomic.fa.align
Weighted average Kimura divergence for each repeat family
Class	Repeat	absLen	wellCharLen	Kimura%
DNA/Maverick	rnd-1_family-968	30168	29961	20.62
DNA/Maverick	rnd-1_family-974	65058	64500	11.48
DNA/Maverick	rnd-1_family-986	23003	22738	20.53
DNA/Maverick	rnd-5_family-1224	55754	53599	12.87
DNA/Maverick	rnd-5_family-1225	12584	12463	5.60
DNA/Maverick	rnd-5_family-2656	102040	100142	7.99
DNA/Maverick	rnd-5_family-351	73841	71618	11.09
DNA/Maverick	rnd-5_family-4788	49435	47891	21.16
DNA/Merlin	rnd-1_family-117	11811	10939	18.66
DNA/Merlin	rnd-1_family-350	34515	33600	15.49
DNA/Merlin	rnd-1_family-440	88234	87255	14.41
DNA/Merlin	rnd-1_family-728	28974	27919	14.20
DNA/Merlin	rnd-1_family-814	7225	7189	12.46
DNA/Merlin	rnd-1_family-82	62042	58651	13.21
DNA/Merlin	rnd-1_family-973	3097	3089	4.90
DNA/Merlin	rnd-1_family-990	1964	1954	15.43
DNA/Merlin	rnd-5_family-3996	12577	12464	10.77
DNA/Merlin	rnd-5_family-698	14802	14522	21.02
DNA/PIF-Harbinger	rnd-1_family-941	15189	14856	11.60
DNA/PIF-Harbinger	rnd-5_family-187	61893	57491	17.43
DNA/PIF-Spy	rnd-5_family-3108	14268	13974	14.25
DNA/Sola-2	rnd-1_family-103	27358	25059	8.83
DNA/Sola-2	rnd-1_family-104	86346	84002	10.96
DNA/Sola-2	rnd-1_family-106	9219	8709	12.66
DNA/Sola-2	rnd-1_family-1176	3767	3632	17.64
DNA/Sola-2	rnd-1_family-121	6644	6179	18.97
DNA/Sola-2	rnd-1_family-125	41286	37703	13.24
DNA/Sola-2	rnd-1_family-129	1252	1156	17.52
DNA/Sola-2	rnd-1_family-141	9053	8638	13.61
DNA/Sola-2	rnd-1_family-165	7648	7324	13.97
DNA/Sola-2	rnd-1_family-167	39478	36696	11.63
DNA/Sola-2	rnd-1_family-169	8985	8512	17.72
DNA/Sola-2	rnd-1_family-20	48148	45942	10.83
DNA/Sola-2	rnd-1_family-208	14722	13761	10.95
DNA/Sola-2	rnd-1_family-211	7085	6876	15.30
DNA/Sola-2	rnd-1_family-22	94794	91198	14.16
DNA/Sola-2	rnd-1_family-238	16748	14758	18.86
DNA/Sola-2	rnd-1_family-28	125882	119775	13.12
DNA/Sola-2	rnd-1_family-285	14808	13734	7.41
DNA/Sola-2	rnd-1_family-29	65341	61140	14.17
DNA/Sola-2	rnd-1_family-34	75116	66910	14.94
DNA/Sola-2	rnd-1_family-39	60424	58297	16.91
DNA/Sola-2	rnd-1_family-462	43875	43416	2.22
DNA/Sola-2	rnd-1_family-510	4088	3858	12.80
DNA/Sola-2	rnd-1_family-57	43095	41189	13.48
DNA/Sola-2	rnd-1_family-61	58284	54351	17.76
DNA/Sola-2	rnd-1_family-66	57714	55182	9.64
DNA/Sola-2	rnd-1_family-8	31094	28900	9.49
DNA/Sola-2	rnd-1_family-84	40587	38881	13.50
DNA/Sola-2	rnd-1_family-88	8691	8261	17.76
DNA/Sola-2	rnd-1_family-95	20075	19824	8.84
DNA/Sola-2	rnd-1_family-96	9666	9058	18.04
DNA/TcMar-Ant1	rnd-5_family-1938	42425	41718	13.32
DNA/TcMar-Mariner	rnd-1_family-768	16710	16248	20.09
DNA/TcMar-Mariner	rnd-1_family-829	53626	53439	5.12
DNA/TcMar-Mariner	rnd-5_family-7575	13632	13602	2.18
DNA/TcMar-Mariner	rnd-5_family-8781	13077	13064	1.92
DNA/TcMar-Tc1	rnd-1_family-220	8052	7666	8.47
DNA/TcMar-Tc1	rnd-1_family-573	14315	14004	14.53
DNA/TcMar-Tc2	rnd-1_family-311	28883	28433	6.14
DNA/TcMar-Tc2	rnd-1_family-373	53181	51027	12.28
DNA/TcMar-Tc2	rnd-1_family-374	3023	2934	9.83
DNA/TcMar-Tc2	rnd-1_family-408	2527	2415	16.22
DNA/TcMar-Tc2	rnd-1_family-516	26398	24489	15.83
DNA/TcMar-Tc2	rnd-1_family-540	7695	7603	13.20
DNA/TcMar-Tc2	rnd-1_family-566	38075	36317	12.91
DNA/TcMar-Tc2	rnd-1_family-694	4664	4459	18.21
DNA/TcMar-Tc2	rnd-5_family-570	51256	48572	8.69
DNA/TcMar-Tc4	rnd-1_family-105	9831	9128	9.46
DNA/TcMar-Tc4	rnd-1_family-308	3230	3009	7.83
DNA/TcMar-Tc4	rnd-5_family-1108	20560	20461	5.87
DNA/TcMar-Tc4	rnd-5_family-3179	13815	13664	11.32
DNA/hAT	rnd-1_family-178	78695	58710	9.20
DNA/hAT	rnd-1_family-253	32744	29777	12.54
DNA/hAT	rnd-1_family-270	33098	31680	10.73
DNA/hAT	rnd-1_family-304	9551	8685	14.63
DNA/hAT	rnd-1_family-48	70599	66917	12.22
DNA/hAT	rnd-1_family-562	4553	4451	7.02
DNA/hAT-Ac	rnd-1_family-1178	16417	16186	10.28
DNA/hAT-Ac	rnd-1_family-1185	14602	14493	7.08
DNA/hAT-Ac	rnd-1_family-1210	19685	19668	4.54
DNA/hAT-Ac	rnd-1_family-13	39387	35682	14.09
DNA/hAT-Ac	rnd-1_family-1328	2912	2750	33.36
DNA/hAT-Ac	rnd-1_family-17	63168	61173	5.81
DNA/hAT-Ac	rnd-1_family-18	109681	104364	7.82
DNA/hAT-Ac	rnd-1_family-229	21232	20563	9.71
DNA/hAT-Ac	rnd-1_family-259	22367	21870	7.56
DNA/hAT-Ac	rnd-1_family-346	20717	19069	16.61
DNA/hAT-Ac	rnd-1_family-487	34501	33131	7.72
DNA/hAT-Ac	rnd-1_family-489	25661	25189	9.71
DNA/hAT-Ac	rnd-1_family-781	26216	26016	8.86
DNA/hAT-Ac	rnd-5_family-1370	9372	9226	16.69
DNA/hAT-Ac	rnd-5_family-1847	18727	18404	15.12
DNA/hAT-Ac	rnd-5_family-1964	48227	43169	12.99
DNA/hAT-Ac	rnd-5_family-2133	41839	40417	12.97
DNA/hAT-Ac	rnd-5_family-3741	108757	105032	9.12
DNA/hAT-Ac	rnd-5_family-439	57559	55690	12.74
DNA/hAT-Ac	rnd-5_family-4714	15001	14802	11.61
DNA/hAT-Blackjack	rnd-1_family-1138	12190	12065	7.48
DNA/hAT-Blackjack	rnd-1_family-1171	8190	8137	16.32
DNA/hAT-Blackjack	rnd-1_family-1297	7357	7304	9.87
DNA/hAT-Blackjack	rnd-1_family-276	45586	44231	9.92
DNA/hAT-Blackjack	rnd-1_family-772	4796	4748	4.43
DNA/hAT-Blackjack	rnd-1_family-803	6687	6598	17.42
DNA/hAT-Blackjack	rnd-5_family-2345	20526	20114	11.66
DNA/hAT-Tip100	rnd-1_family-491	7301	6722	11.98
DNA/hAT-Tip100	rnd-5_family-2621	7540	7223	1.62
DNA/hAT-Tip100	rnd-5_family-624	70355	65560	18.88
DNA/hAT-hAT19	rnd-1_family-162	180613	173910	7.52
DNA/hAT-hAT19	rnd-1_family-191	147130	142167	10.88
DNA/hAT-hAT19	rnd-1_family-202	30998	28831	11.95
DNA/hAT-hAT19	rnd-1_family-271	108084	99920	10.44
DNA/hAT-hAT19	rnd-1_family-277	12885	12021	10.01
DNA/hAT-hAT19	rnd-1_family-290	7383	6876	11.40
DNA/hAT-hAT19	rnd-1_family-356	37728	36641	10.95
DNA/hAT-hAT19	rnd-1_family-358	16649	15269	13.28
DNA/hAT-hAT19	rnd-1_family-446	791	761	11.95
DNA/hAT-hAT19	rnd-1_family-464	16868	15561	9.62
DNA/hAT-hAT19	rnd-1_family-479	6407	6096	16.25
DNA/hAT-hAT19	rnd-4_family-1943	90746	82329	9.21
DNA/hAT-hAT19	rnd-5_family-254	212739	204549	11.69
DNA/hAT-hAT19	rnd-5_family-6801	28114	27599	21.90
DNA/hAT-hATx	rnd-1_family-1	240289	232344	5.76
DNA/hAT-hATx	rnd-1_family-142	29810	28861	11.35
DNA/hAT-hATx	rnd-1_family-198	65915	63604	6.79
DNA/hAT-hATx	rnd-1_family-23	63232	59632	11.18
DNA/hAT-hATx	rnd-1_family-266	9268	8703	10.96
DNA/hAT-hATx	rnd-1_family-322	3827	3394	10.47
DNA/hAT-hATx	rnd-1_family-4	34019	33112	10.11
DNA/hAT-hATx	rnd-1_family-459	5420	5201	8.64
DNA/hAT-hATx	rnd-1_family-546	8660	8342	13.80
DNA/hAT-hATx	rnd-1_family-963	16061	15249	12.70
LINE/CR1	rnd-1_family-1006	46319	45185	18.97
LINE/CR1	rnd-1_family-1070	3308	3119	31.19
LINE/CR1	rnd-1_family-1098	532	529	16.73
LINE/CR1	rnd-1_family-1140	4197	4179	6.43
LINE/CR1	rnd-1_family-1154	1297	1208	23.41
LINE/CR1	rnd-1_family-1184	2932	2917	16.71
LINE/CR1	rnd-1_family-1287	44079	43610	11.24
LINE/CR1	rnd-1_family-495	177158	175192	8.98
LINE/CR1	rnd-1_family-513	67498	66175	11.88
LINE/CR1	rnd-1_family-581	18386	17661	20.74
LINE/CR1	rnd-1_family-669	216600	213917	18.20
LINE/CR1	rnd-1_family-672	1188	1177	31.28
LINE/CR1	rnd-1_family-746	143530	141522	18.54
LINE/CR1	rnd-1_family-749	42292	41834	13.05
LINE/CR1	rnd-1_family-760	32227	31973	10.10
LINE/CR1	rnd-1_family-804	134	132	22.88
LINE/CR1	rnd-1_family-828	9533	8909	30.36
LINE/CR1	rnd-1_family-854	651	640	25.12
LINE/CR1	rnd-1_family-883	70527	68922	9.65
LINE/CR1	rnd-1_family-946	2959	2891	22.68
LINE/CR1	rnd-1_family-980	5363	5247	2.05
LINE/CR1	rnd-4_family-208	313594	297764	11.26
LINE/CR1	rnd-5_family-1091	9152	9099	4.48
LINE/CR1	rnd-5_family-15	4858	4751	8.98
LINE/CR1	rnd-5_family-3002	49934	49180	24.21
LINE/CR1-Zenon	rnd-1_family-971	1696	1583	27.34
LINE/I-Jockey	rnd-5_family-1340	46399	45094	5.24
LINE/I-Jockey	rnd-5_family-1587	76885	72460	8.00
LINE/L1	rnd-1_family-367	67146	66554	9.40
LINE/L1	rnd-5_family-972	47545	45277	6.33
LINE/L2	rnd-1_family-480	46049	45179	6.82
LINE/L2	rnd-1_family-553	24459	23924	7.27
LINE/Penelope	rnd-1_family-1064	10009	9632	15.31
LINE/Penelope	rnd-1_family-16	27499	25170	10.71
LINE/Penelope	rnd-4_family-196	56107	49473	13.35
LINE/Tad1	rnd-1_family-613	13951	13697	7.04
LTR	ltr-1_family-143	6655	6243	4.57
LTR	rnd-1_family-660	1653	1557	13.27
LTR	rnd-1_family-692	3821	3729	10.63
LTR	rnd-1_family-700	1509	1397	19.12
LTR	rnd-1_family-706	10578	10398	13.29
LTR/Copia	ltr-1_family-162	2924	2924	2.38
LTR/Copia	ltr-1_family-36	61442	56940	8.93
LTR/Copia	rnd-1_family-1062	12863	12781	3.09
LTR/Copia	rnd-1_family-1280	3800	3792	2.21
LTR/Copia	rnd-4_family-2445	18780	17907	11.89
LTR/Copia	rnd-5_family-1024	32332	30619	14.59
LTR/DIRS	rnd-5_family-7002	15149	14853	10.97
LTR/Gypsy	ltr-1_family-10	29139	28907	7.17
LTR/Gypsy	ltr-1_family-100	65437	64739	13.68
LTR/Gypsy	ltr-1_family-102	1573	1474	1.81
LTR/Gypsy	ltr-1_family-104	43623	43235	9.96
LTR/Gypsy	ltr-1_family-117	12536	12418	7.43
LTR/Gypsy	ltr-1_family-119	8061	8023	2.08
LTR/Gypsy	ltr-1_family-121	37949	36793	17.19
LTR/Gypsy	ltr-1_family-123	18701	17089	12.66
LTR/Gypsy	ltr-1_family-125	22079	21461	13.95
LTR/Gypsy	ltr-1_family-127	26100	25717	11.61
LTR/Gypsy	ltr-1_family-131	117460	115835	19.01
LTR/Gypsy	ltr-1_family-135	6962	6943	1.90
LTR/Gypsy	ltr-1_family-137	27889	27607	13.42
LTR/Gypsy	ltr-1_family-14	24555	24408	7.34
LTR/Gypsy	ltr-1_family-141	44651	44635	1.91
LTR/Gypsy	ltr-1_family-145	28625	28503	8.11
LTR/Gypsy	ltr-1_family-147	31516	30588	4.91
LTR/Gypsy	ltr-1_family-151	31506	31211	11.65
LTR/Gypsy	ltr-1_family-155	26832	26608	18.45
LTR/Gypsy	ltr-1_family-157	5685	5664	1.89
LTR/Gypsy	ltr-1_family-159	31649	31032	27.30
LTR/Gypsy	ltr-1_family-161	9912	9893	1.33
LTR/Gypsy	ltr-1_family-170	1946	1885	19.01
LTR/Gypsy	ltr-1_family-172	6224	6197	8.31
LTR/Gypsy	ltr-1_family-182	7890	7834	2.61
LTR/Gypsy	ltr-1_family-186	15433	15388	2.13
LTR/Gypsy	ltr-1_family-191	14305	14197	3.81
LTR/Gypsy	ltr-1_family-2	45342	44396	7.90
LTR/Gypsy	ltr-1_family-20	71554	71507	1.59
LTR/Gypsy	ltr-1_family-204	13593	13456	5.12
LTR/Gypsy	ltr-1_family-208	11795	11401	17.22
LTR/Gypsy	ltr-1_family-211	24292	23859	15.22
LTR/Gypsy	ltr-1_family-217	7485	7419	10.82
LTR/Gypsy	ltr-1_family-223	5406	5344	5.33
LTR/Gypsy	ltr-1_family-24	23423	23393	2.10
LTR/Gypsy	ltr-1_family-26	22969	22921	0.64
LTR/Gypsy	ltr-1_family-28	61201	60747	7.56
LTR/Gypsy	ltr-1_family-32	60239	59341	20.98
LTR/Gypsy	ltr-1_family-34	19051	18634	18.61
LTR/Gypsy	ltr-1_family-38	43361	42639	7.12
LTR/Gypsy	ltr-1_family-4	43433	43358	2.84
LTR/Gypsy	ltr-1_family-40	77474	77307	5.09
LTR/Gypsy	ltr-1_family-42	10898	10804	8.63
LTR/Gypsy	ltr-1_family-44	71508	65522	10.67
LTR/Gypsy	ltr-1_family-46	45551	44952	15.14
LTR/Gypsy	ltr-1_family-48	15510	15472	4.76
LTR/Gypsy	ltr-1_family-54	62945	62248	15.43
LTR/Gypsy	ltr-1_family-58	15923	15861	1.66
LTR/Gypsy	ltr-1_family-6	56879	56609	4.06
LTR/Gypsy	ltr-1_family-60	10111	9991	2.79
LTR/Gypsy	ltr-1_family-62	43034	42348	21.62
LTR/Gypsy	ltr-1_family-68	15771	15672	13.91
LTR/Gypsy	ltr-1_family-70	21345	21224	6.31
LTR/Gypsy	ltr-1_family-72	48185	47510	10.20
LTR/Gypsy	ltr-1_family-74	12211	11815	7.48
LTR/Gypsy	ltr-1_family-76	15058	14937	16.71
LTR/Gypsy	ltr-1_family-8	7019	6945	8.03
LTR/Gypsy	ltr-1_family-82	55939	54382	27.03
LTR/Gypsy	ltr-1_family-84	13078	13052	1.58
LTR/Gypsy	ltr-1_family-90	30453	30088	18.61
LTR/Gypsy	ltr-1_family-96	33522	32874	21.07
LTR/Gypsy	rnd-1_family-1133	17	17	29.93
LTR/Gypsy	rnd-1_family-1156	37182	36829	25.61
LTR/Gypsy	rnd-1_family-1192	8600	8501	5.73
LTR/Gypsy	rnd-1_family-1220	541	540	18.10
LTR/Gypsy	rnd-1_family-1265	11625	11554	18.90
LTR/Gypsy	rnd-1_family-1268	44249	43908	16.03
LTR/Gypsy	rnd-1_family-1269	17307	17059	8.53
LTR/Gypsy	rnd-1_family-1339	27893	27657	21.39
LTR/Gypsy	rnd-1_family-1358	3874	3613	22.06
LTR/Gypsy	rnd-1_family-180	10136	9145	14.22
LTR/Gypsy	rnd-1_family-241	38413	34953	8.31
LTR/Gypsy	rnd-1_family-252	14970	13952	7.28
LTR/Gypsy	rnd-1_family-306	40746	35303	12.54
LTR/Gypsy	rnd-1_family-44	13725	13365	10.57
LTR/Gypsy	rnd-1_family-465	14964	14690	18.46
LTR/Gypsy	rnd-1_family-471	28263	26302	14.87
LTR/Gypsy	rnd-1_family-493	35302	31420	10.57
LTR/Gypsy	rnd-1_family-858	2522	2447	12.89
LTR/Gypsy	rnd-1_family-859	9586	9384	9.18
LTR/Gypsy	rnd-1_family-927	3241	3117	4.68
LTR/Gypsy	rnd-1_family-961	42592	42258	13.04
LTR/Gypsy	rnd-1_family-966	27236	26095	14.31
LTR/Gypsy	rnd-5_family-11321	40114	38807	12.63
LTR/Gypsy	rnd-5_family-136	6098	5969	8.86
LTR/Gypsy	rnd-5_family-1995	26189	25748	12.78
LTR/Gypsy	rnd-5_family-2215	15122	14825	11.52
LTR/Gypsy	rnd-5_family-300	57148	56911	10.79
LTR/Gypsy	rnd-5_family-3053	30260	30173	1.83
LTR/Gypsy	rnd-5_family-3933	60949	60566	1.12
LTR/Gypsy	rnd-5_family-4153	35150	34719	3.11
LTR/Ngaro	rnd-1_family-434	24351	23620	8.49
LTR/Pao	ltr-1_family-106	25058	24822	19.29
LTR/Pao	ltr-1_family-108	17048	16775	8.67
LTR/Pao	ltr-1_family-111	60482	59822	7.65
LTR/Pao	ltr-1_family-113	38826	38066	14.80
LTR/Pao	ltr-1_family-115	20856	20630	3.40
LTR/Pao	ltr-1_family-12	40129	38948	26.69
LTR/Pao	ltr-1_family-129	21549	21181	11.01
LTR/Pao	ltr-1_family-133	28154	27915	12.72
LTR/Pao	ltr-1_family-139	44501	43991	13.51
LTR/Pao	ltr-1_family-149	995	992	0.85
LTR/Pao	ltr-1_family-16	15352	15349	1.02
LTR/Pao	ltr-1_family-163	9150	9099	10.22
LTR/Pao	ltr-1_family-174	6306	6298	1.71
LTR/Pao	ltr-1_family-18	74606	74422	3.34
LTR/Pao	ltr-1_family-196	9620	9506	18.01
LTR/Pao	ltr-1_family-201	7277	7227	4.96
LTR/Pao	ltr-1_family-202	72164	71445	10.60
LTR/Pao	ltr-1_family-214	27837	27039	5.79
LTR/Pao	ltr-1_family-219	29547	29368	3.89
LTR/Pao	ltr-1_family-22	52163	51441	6.61
LTR/Pao	ltr-1_family-220	30527	30371	6.80
LTR/Pao	ltr-1_family-222	4011	3972	0.23
LTR/Pao	ltr-1_family-30	23330	22953	15.75
LTR/Pao	ltr-1_family-50	30414	29950	21.36
LTR/Pao	ltr-1_family-52	110110	109960	2.57
LTR/Pao	ltr-1_family-56	35630	35427	2.79
LTR/Pao	ltr-1_family-66	52478	52201	1.27
LTR/Pao	ltr-1_family-78	51581	51139	7.68
LTR/Pao	ltr-1_family-86	7958	7838	11.00
LTR/Pao	ltr-1_family-88	68116	67300	10.48
LTR/Pao	ltr-1_family-92	20623	20397	14.44
LTR/Pao	ltr-1_family-98	30947	30870	1.72
LTR/Pao	rnd-1_family-1208	1019	979	30.09
LTR/Pao	rnd-1_family-1357	11660	11557	8.98
LTR/Pao	rnd-1_family-635	64760	62965	23.84
LTR/Pao	rnd-1_family-698	27998	27059	11.93
LTR/Pao	rnd-1_family-978	11827	11133	25.73
LTR/Pao	rnd-5_family-1286	139293	138301	6.13
LTR/Pao	rnd-5_family-1414	49728	49427	9.05
LTR/Unknown	ltr-1_family-1	5691	5606	7.64
LTR/Unknown	ltr-1_family-101	2316	2281	3.80
LTR/Unknown	ltr-1_family-103	4772	4649	6.75
LTR/Unknown	ltr-1_family-105	609	609	1.91
LTR/Unknown	ltr-1_family-107	2582	2562	1.95
LTR/Unknown	ltr-1_family-109	2078	2062	2.06
LTR/Unknown	ltr-1_family-11	3984	3962	1.59
LTR/Unknown	ltr-1_family-110	1019	1012	3.60
LTR/Unknown	ltr-1_family-112	3979	3945	3.18
LTR/Unknown	ltr-1_family-114	11784	11474	5.60
LTR/Unknown	ltr-1_family-116	2336	2307	5.23
LTR/Unknown	ltr-1_family-118	2202	2200	2.83
LTR/Unknown	ltr-1_family-120	3252	3201	5.11
LTR/Unknown	ltr-1_family-122	4759	4687	2.61
LTR/Unknown	ltr-1_family-124	1879	1857	2.81
LTR/Unknown	ltr-1_family-126	6268	6062	10.79
LTR/Unknown	ltr-1_family-128	5044	4912	7.45
LTR/Unknown	ltr-1_family-13	2332	2309	4.86
LTR/Unknown	ltr-1_family-130	5588	5537	2.46
